"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"EXOSC9",12.6714484756263,-0.264328491023842,0.789331957697596,-0.334876205690268,0.737718471922019,0.999860282006642
"AC008771.1",5.09732684047139,0.356695327018818,1.0652084861399,0.334859637019425,0.737730970988981,0.999860282006642
"ASCC2",32.1514590868059,-0.212380376240381,0.634474926508238,-0.334734072801257,0.737825696325169,0.999860282006642
"NOA1",16.6795289361313,-0.234345423678708,0.700247434197399,-0.334660881617235,0.737880913410562,0.999860282006642
"NEK1",30.0748340702139,-0.235467729311787,0.703644934980393,-0.334639983329587,0.737896679799887,0.999860282006642
"LINC01215",1.67138675280148,0.708139236564494,2.11614309712134,0.3346367443335,0.73789912342017,0.999860282006642
"DVL2",8.6145742661104,-0.288676670558449,0.862747386207599,-0.334601617082136,0.737925624907859,0.999860282006642
"FAM200B",22.6694426425215,-0.208177083096456,0.622273997207041,-0.334542474907869,0.737970244975223,0.999860282006642
"SPAG16",3.79303324662104,-0.39464271233266,1.1796965209888,-0.334529012598831,0.737980401795447,0.999860282006642
"NRSN2-AS1",2.32793544816225,-0.609364304327411,1.82176515538608,-0.334491140378777,0.738008975246873,0.999860282006642
"CSNK1G3",20.6592234009199,0.203300331767812,0.608272185392946,0.334225921634867,0.738209084956709,0.999860282006642
"SUGP2",18.7173244759903,-0.207326360345996,0.620362553417222,-0.334201926283194,0.738227190520905,0.999860282006642
"FOLR2",210.155569566248,-0.691755387294035,2.06993415369665,-0.334191977101611,0.738234697665208,0.999860282006642
"NME3",62.4070787116108,-0.186635392734026,0.558479730877091,-0.334184720439032,0.738240173187925,0.999860282006642
"CLMN",20.5359469754614,0.238235084613325,0.713148422571439,0.334061013209996,0.738333518655844,0.999860282006642
"FDXR",3.20036334716982,-0.473252914189502,1.41741290156543,-0.333885005326838,0.738466335151746,0.999860282006642
"NABP1",107.412329830597,-0.140981325344516,0.422283954024696,-0.333854327167427,0.738489485854853,0.999860282006642
"SRP14",509.611686100154,-0.140949552038479,0.422317183977909,-0.333752822252792,0.738566086343129,0.999860282006642
"ST7L",15.6803008989615,-0.24369931620966,0.730180964345731,-0.333751943845898,0.738566749242526,0.999860282006642
"TMEM42",8.40564794235324,-0.355708624834748,1.06629376774969,-0.333593457631695,0.738686355782695,0.999860282006642
"ECPAS",36.5179531908178,0.281152425003136,0.842804546609536,0.333591490618039,0.738687840290333,0.999860282006642
"RNF114",98.8810085084318,-0.149649459923638,0.448898094061463,-0.33337067344097,0.738854497478242,0.999860282006642
"HCFC1R1",57.6724504553528,0.165377324167949,0.496121426518965,0.333340418954123,0.738877332380956,0.999860282006642
"ALAD",10.7976651588209,-0.279523046663355,0.838723716800361,-0.333271899988359,0.738929048666285,0.999860282006642
"C19orf48",11.95104532909,-0.252894321421152,0.758912518736275,-0.333232507275366,0.738958781768608,0.999860282006642
"PEX5",7.43026303367388,-0.305965523926931,0.918190240401125,-0.333226721940832,0.738963148495992,0.999860282006642
"PSMB1",227.874330341845,0.126449208182423,0.37948094777452,0.333216223170068,0.738971072911409,0.999860282006642
"TMCO6",5.11029944197394,-0.4906477807085,1.47309056941885,-0.333073736872855,0.739078623539202,0.999860282006642
"CDH26",2.21389324742935,-0.610491450418849,1.83330128804517,-0.333001157201941,0.739133409640962,0.999860282006642
"ARPC1B",796.101312878189,-0.147155527179882,0.442131053094691,-0.332832372098427,0.73926082065466,0.999860282006642
"SUGT1",100.70528704132,-0.149466511518191,0.449159821302297,-0.33276910451346,0.739308581377015,0.999860282006642
"SLC45A4",8.35635685761266,0.275607431561702,0.828242235032236,0.332761865918338,0.73931404585915,0.999860282006642
"ATG16L2",34.1013298188439,-0.2422390518538,0.727997228465029,-0.332747217135095,0.739325104400828,0.999860282006642
"GIPC1",12.3161738878177,0.291643615121906,0.876497734163852,0.332737443297699,0.739332482817559,0.999860282006642
"MAPK1",59.4482401117743,0.168239900782138,0.505669929119613,0.332706951894587,0.739355501390187,0.999860282006642
"ZNF598",4.12471974968632,0.387423722300918,1.1655139263153,0.332405914295451,0.739582773250726,0.999860282006642
"DISP1",3.47466048375882,0.415244665572276,1.24924118181391,0.33239751588187,0.739589114057589,0.999860282006642
"AC144831.1",3.47466048375882,0.415244665572276,1.24924118181391,0.33239751588187,0.739589114057589,0.999860282006642
"RAMP2",1.47440537610634,0.69411245083097,2.08840966656364,0.332364124694506,0.739614324597469,0.999860282006642
"SON",342.362200711999,0.185246313878568,0.557516046309336,0.33227082001472,0.739684771654308,0.999860282006642
"ACADVL",129.567981282902,-0.155272265656418,0.467554440331123,-0.332094516194636,0.73981789082416,0.999860282006642
"NECAP1",9.93016145773111,-0.289839095189715,0.872923487939072,-0.332032645694997,0.739864608333253,0.999860282006642
"LRRC23",12.1373504733253,-0.284741165039256,0.857645678133495,-0.332003264633644,0.73988679387893,0.999860282006642
"CUL5",28.1688124703697,-0.196178300929981,0.591125127534759,-0.331872714915921,0.739985374171106,0.999860282006642
"POLR2L",233.399002345633,0.192998670008982,0.581579333902868,0.331852696198478,0.740000491019776,0.999860282006642
